EmployeeID,Name,Department,Gender,JobRole,Education,Age,Salary,Bonus,Attrition,TotalCompensation
1338,Emp_338,Finance,Female,Executive,High School,24,52449.0,11461,No,63910.0
1339,Emp_339,Marketing,Female,Engineer,Masters,30,111679.0,12044,No,123723.0
1340,Emp_340,Operations,Female,Engineer,Phd,39,45705.0,10497,No,56202.0
1341,Emp_341,Hr,Male,Consultant,Phd,56,80303.0,25933,Yes,106236.0
1342,Emp_342,Sales,Male,Engineer,Phd,55,48363.0,27718,No,76081.0
1343,Emp_343,Hr,Female,Consultant,Bachelors,35,50720.0,27394,Yes,78114.0
1344,Emp_344,Marketing,Female,Analyst,Masters,25,29972.0,18751,Yes,48723.0
1345,Emp_345,Sales,Female,Executive,Bachelors,50,53351.0,26310,Yes,79661.0
1346,Emp_346,Marketing,Female,Engineer,Masters,36,56145.0,14304,No,70449.0
1347,Emp_347,It,Female,Executive,High School,49,107948.0,15426,No,123374.0
1348,Emp_348,Sales,Female,Executive,Bachelors,37,109614.0,16058,No,125672.0
1349,Emp_349,It,Male,Executive,Bachelors,33,108116.0,27449,No,135565.0
1350,Emp_350,Hr,Male,Analyst,High School,26,76235.0,16260,No,92495.0
1351,Emp_351,Hr,Male,Manager,Masters,55,34855.0,23563,No,58418.0
1352,Emp_352,Sales,Female,Engineer,Phd,22,56169.0,26351,No,82520.0
1353,Emp_353,Sales,Female,Manager,High School,53,66404.0,5634,Yes,72038.0
1354,Emp_354,Operations,Female,Manager,Phd,47,39569.0,25015,No,64584.0
1355,Emp_355,Marketing,Female,Manager,Phd,38,74437.0,15057,Yes,89494.0
1356,Emp_356,Operations,Female,Executive,High School,48,68506.0,18345,No,86851.0
1357,Emp_357,Marketing,Female,Consultant,Masters,45,45738.0,15147,No,60885.0
1358,Emp_358,Operations,Male,Executive,Phd,56,26772.0,26061,No,52833.0
1359,Emp_359,It,Male,Executive,High School,47,110410.0,23602,No,134012.0
1360,Emp_360,Sales,Female,Manager,Bachelors,59,39731.0,6389,No,46120.0
1361,Emp_361,Hr,Male,Executive,Bachelors,44,30131.0,18071,No,48202.0
1362,Emp_362,Marketing,Female,Manager,Bachelors,43,86324.0,16322,No,102646.0
1363,Emp_363,Marketing,Male,Consultant,High School,25,74097.0,9276,No,83373.0
1364,Emp_364,Hr,Female,Engineer,Bachelors,30,101720.0,17306,Yes,119026.0
1365,Emp_365,Operations,Female,Manager,Phd,25,116433.0,6249,No,122682.0
1366,Emp_366,Marketing,Male,Consultant,Bachelors,28,22889.0,29024,No,51913.0
1367,Emp_367,It,Male,Engineer,Bachelors,44,29569.0,27096,,56665.0
1368,Emp_368,Sales,Female,Analyst,Phd,23,107193.0,22629,No,129822.0
1369,Emp_369,Hr,Female,Manager,Bachelors,45,95677.0,13245,No,108922.0
1370,Emp_370,Sales,,Manager,Phd,52,105192.0,16102,No,121294.0
1371,Emp_371,Marketing,Male,Analyst,Bachelors,52,107154.0,21226,No,128380.0
1372,Emp_372,Marketing,Female,Analyst,Phd,55,97470.0,15588,No,113058.0
1373,Emp_373,Hr,Male,Manager,Bachelors,45,108822.0,5442,No,114264.0
1374,Emp_374,It,Female,Analyst,Phd,47,27612.0,11976,No,39588.0
1375,Emp_375,Finance,Female,Executive,High School,37,71644.0,9675,No,81319.0
1376,Emp_376,Hr,Female,Engineer,Phd,34,52069.0,16803,No,68872.0
1378,Emp_378,Operations,Male,Engineer,Bachelors,48,47331.0,9377,No,56708.0
1379,Emp_379,Finance,Male,Executive,Masters,25,75897.0,15599,No,91496.0
1380,Emp_380,It,Male,Analyst,Phd,37,33934.0,12058,No,45992.0
1381,Emp_381,Operations,Male,Consultant,High School,51,30095.0,22206,No,52301.0
1382,Emp_382,Finance,Male,Analyst,Phd,51,111494.0,16894,No,128388.0
1383,Emp_383,Operations,Male,Manager,Phd,57,38706.0,7939,No,46645.0
1384,Emp_384,Finance,Male,Engineer,High School,24,63516.0,28480,No,91996.0
1385,Emp_385,It,Female,Analyst,Phd,43,117008.0,27149,No,144157.0
1386,Emp_386,Finance,Male,Consultant,High School,43,54629.0,6031,No,60660.0
1387,Emp_387,Finance,Male,Manager,High School,33,66910.0,15208,Yes,82118.0
1388,Emp_388,Finance,Female,Executive,Phd,42,108540.0,5562,No,114102.0
1389,Emp_389,Hr,Male,Executive,Phd,25,40431.0,15730,Yes,56161.0
1390,Emp_390,Hr,Male,Consultant,Bachelors,52,76733.0,21724,No,98457.0
1391,Emp_391,Hr,Female,Manager,Bachelors,52,60088.0,25951,Yes,86039.0
1392,Emp_392,It,Male,Engineer,Masters,44,64135.0,21152,No,85287.0
1393,Emp_393,Operations,Male,Analyst,Masters,41,58015.0,18998,No,77013.0
1394,Emp_394,Marketing,Male,Manager,Phd,36,51385.0,29246,No,80631.0
1395,Emp_395,Finance,Female,Executive,High School,44,90199.0,23680,No,113879.0
1396,Emp_396,Finance,Male,Consultant,Masters,49,58677.0,21618,No,80295.0
1397,Emp_397,It,Male,Consultant,Phd,37,32818.0,26586,No,59404.0
1398,Emp_398,Finance,Female,Analyst,Masters,58,108222.0,14308,No,122530.0
1399,Emp_399,Hr,Male,Consultant,High School,42,83001.0,14609,No,97610.0
1400,Emp_400,Marketing,Female,Consultant,Phd,36,43977.0,22675,No,66652.0
1401,Emp_401,Sales,Female,Manager,High School,38,69832.0,26111,No,95943.0
1402,Emp_402,Finance,Male,Engineer,Phd,58,60931.0,13720,No,74651.0
1403,Emp_403,Hr,Female,Analyst,Masters,34,103990.0,15172,No,119162.0
1404,Emp_404,Sales,Female,Manager,Bachelors,40,98894.0,19457,,118351.0
1405,Emp_405,Marketing,Male,Engineer,Masters,51,92204.0,7939,No,100143.0
1406,Emp_406,Sales,Female,Manager,Masters,39,65784.0,19345,No,85129.0
1407,Emp_407,Hr,Female,Manager,Bachelors,35,29921.0,21158,No,51079.0
1408,Emp_408,Operations,Male,Consultant,Bachelors,57,54959.0,10435,No,65394.0
1409,Emp_409,Operations,,Engineer,Phd,57,52328.0,28365,No,80693.0
1410,Emp_410,Sales,Male,Analyst,Phd,41,28859.0,10392,No,39251.0
1411,Emp_411,It,Female,Analyst,High School,40,109506.0,12972,Yes,122478.0
1412,Emp_412,Sales,Male,Engineer,High School,28,94408.0,22617,Yes,117025.0
1413,Emp_413,Finance,Female,Consultant,Masters,25,104766.0,24184,No,128950.0
1414,Emp_414,Finance,Female,Executive,Bachelors,55,46708.0,19799,No,66507.0
1415,Emp_415,Operations,Female,Manager,High School,23,38847.0,24159,No,63006.0
1416,Emp_416,It,Female,Consultant,Masters,26,75989.0,20052,No,96041.0
1417,Emp_417,Hr,Female,Engineer,Bachelors,31,112641.0,11044,No,123685.0
1418,Emp_418,Finance,Female,Manager,Phd,53,24922.0,24871,No,49793.0
1419,Emp_419,Operations,Female,Analyst,Masters,34,89928.0,28767,No,118695.0
1420,Emp_420,Marketing,Male,Executive,Phd,26,72335.0,19415,No,91750.0
1421,Emp_421,Operations,Male,Analyst,High School,31,33541.0,25234,No,58775.0
1422,Emp_422,Unknown,Female,Engineer,High School,31,39551.0,26381,Yes,65932.0
1423,Emp_423,Finance,Female,Manager,Bachelors,59,39381.0,22274,No,61655.0
1424,Emp_424,Operations,Male,Engineer,Masters,48,75673.0,18858,No,94531.0
1425,Emp_425,Hr,Female,Manager,Phd,42,42948.0,27304,No,70252.0
1426,Emp_426,Sales,Male,Consultant,Bachelors,29,112264.0,22572,No,134836.0
1427,Emp_427,Finance,Male,Executive,High School,22,79072.0,10644,No,89716.0
1428,Emp_428,Operations,Male,Consultant,High School,49,87560.0,22124,Yes,109684.0
1429,Emp_429,Operations,Female,Consultant,Masters,35,102249.0,22753,No,125002.0
1430,Emp_430,It,,Engineer,Phd,42,22486.0,23384,,45870.0
1431,Emp_431,Sales,Male,Executive,Masters,51,86691.0,22855,No,109546.0
1432,Emp_432,Marketing,Male,Manager,Phd,42,30082.0,22920,No,53002.0
1433,Emp_433,Hr,Male,Manager,Phd,30,104105.0,21702,No,125807.0
1434,Emp_434,Marketing,Male,Analyst,Masters,38,27086.0,10153,No,37239.0
1435,Emp_435,Sales,Male,Manager,Bachelors,26,87853.0,6894,Yes,94747.0
1436,Emp_436,Sales,Female,Engineer,Masters,52,90027.0,12991,No,103018.0
1437,Emp_437,Sales,Male,Consultant,Masters,59,35916.0,20439,Yes,56355.0
1438,Emp_438,Marketing,Female,Consultant,High School,40,35248.0,14467,No,49715.0
1439,Emp_439,Sales,,Consultant,High School,57,88047.0,29976,No,118023.0
1440,Emp_440,Operations,Female,Executive,Masters,54,44226.0,10935,No,55161.0
1441,Emp_441,Marketing,Female,Manager,Masters,34,45025.0,22107,No,67132.0
1442,Emp_442,Sales,Female,Engineer,High School,35,68380.0,7329,No,75709.0
1443,Emp_443,Operations,Female,Executive,Phd,54,27848.0,14327,No,42175.0
1444,Emp_444,It,Female,Analyst,Masters,50,34274.0,7770,Yes,42044.0
1445,Emp_445,Sales,Female,Engineer,Bachelors,57,74545.0,28929,No,103474.0
1446,Emp_446,Marketing,Male,Engineer,Bachelors,31,116494.0,9846,No,126340.0
1447,Emp_447,Finance,Female,Engineer,Bachelors,52,55233.0,21651,Yes,76884.0
1448,Emp_448,Sales,Male,Consultant,Masters,27,36304.0,21276,No,57580.0
1449,Emp_449,Finance,Female,Engineer,Phd,22,31294.0,19633,No,50927.0
1450,Emp_450,Operations,Female,Manager,Phd,28,46425.0,18628,No,65053.0
1451,Emp_451,It,Male,Engineer,High School,48,88711.0,5569,No,94280.0
1452,Emp_452,Hr,Female,Consultant,Masters,42,113311.0,6973,No,120284.0
1453,Emp_453,It,Male,Engineer,Phd,49,29425.0,7822,No,37247.0
1454,Emp_454,Sales,Male,Analyst,Masters,37,111549.0,25844,No,137393.0
1455,Emp_455,Finance,,Analyst,High School,44,113464.0,5270,No,118734.0
1456,Emp_456,Finance,Male,Consultant,High School,41,64990.0,21320,Yes,86310.0
1458,Emp_458,Finance,Female,Manager,Bachelors,46,88295.0,13930,No,102225.0
1459,Emp_459,Marketing,Male,Executive,Masters,49,36091.0,11680,No,47771.0
1460,Emp_460,Operations,Female,Consultant,High School,26,20002.0,6257,Yes,26259.0
1461,Emp_461,Hr,Female,Engineer,Masters,42,70411.0,13250,No,83661.0
1462,Emp_462,Sales,Male,Consultant,Bachelors,39,60958.0,10370,Yes,71328.0
1463,Emp_463,Marketing,Female,Executive,Bachelors,27,115696.0,9858,No,125554.0
1464,Emp_464,Hr,Male,Consultant,High School,50,40707.0,13581,Yes,54288.0
1465,Emp_465,Finance,Male,Consultant,High School,40,35248.0,18491,No,53739.0
1467,Emp_467,Hr,Female,Manager,Masters,22,98322.0,17436,Yes,115758.0
1468,Emp_468,Finance,Female,Engineer,High School,24,71720.0,17870,No,89590.0
1469,Emp_469,Operations,Male,Executive,Phd,42,35037.0,21504,No,56541.0
1470,Emp_470,Operations,Male,Analyst,Masters,56,87421.0,11908,No,99329.0
1471,Emp_471,Hr,,Manager,High School,24,101867.0,15844,Yes,117711.0
1472,Emp_472,Marketing,Female,Analyst,Phd,46,60612.0,23687,No,84299.0
1473,Emp_473,Marketing,Female,Manager,Phd,59,108031.0,9861,No,117892.0
1474,Emp_474,Hr,Female,Engineer,Masters,41,33450.0,7911,No,41361.0
1475,Emp_475,Marketing,Male,Engineer,Phd,55,29491.0,13991,Yes,43482.0
1476,Emp_476,Marketing,Female,Consultant,Masters,42,94804.0,16572,No,111376.0
1477,Emp_477,Operations,Male,Analyst,Masters,44,113293.0,15298,No,128591.0
1478,Emp_478,Marketing,Male,Manager,Masters,27,26791.0,12236,No,39027.0
1479,Emp_479,It,Female,Engineer,Bachelors,34,48314.0,10565,No,58879.0
1480,Emp_480,Sales,Female,Executive,Phd,44,71883.0,27915,No,99798.0
1481,Emp_481,Finance,,Engineer,Masters,30,114119.0,22493,No,136612.0
1482,Emp_482,It,Male,Executive,High School,38,107086.0,11929,No,119015.0
1483,Emp_483,Marketing,Female,Manager,Bachelors,23,85629.0,22634,No,108263.0
1484,Emp_484,Operations,Female,Engineer,Bachelors,40,29967.0,29561,No,59528.0
1485,Emp_485,Hr,Male,Engineer,Phd,40,101754.0,23033,No,124787.0
1487,Emp_487,Operations,Male,Engineer,Phd,41,94163.0,27295,No,121458.0
1488,Emp_488,Unknown,Female,Executive,Bachelors,30,24947.0,24340,,49287.0
1489,Emp_489,Marketing,Male,Engineer,Masters,38,59419.0,19901,No,79320.0
1490,Emp_490,Hr,Female,Analyst,High School,48,76131.0,15638,No,91769.0
1491,Emp_491,Operations,Female,Consultant,Masters,23,108714.0,10828,No,119542.0
1492,Emp_492,Operations,Male,Executive,Bachelors,57,48876.0,26378,No,75254.0
1493,Emp_493,Operations,Male,Analyst,High School,40,108444.0,16556,No,125000.0
1494,Emp_494,Sales,Female,Manager,Masters,38,39971.0,27820,No,67791.0
1495,Emp_495,Marketing,Male,Executive,High School,26,82539.0,28998,No,111537.0
1496,Emp_496,Sales,Male,Consultant,High School,39,118120.0,23099,No,141219.0
1497,Emp_497,Finance,,Consultant,Bachelors,28,69228.0,13150,No,82378.0
1498,Emp_498,Unknown,Male,Manager,High School,38,94495.0,15107,No,109602.0
1499,Emp_499,Marketing,Female,Manager,Phd,57,48261.0,24867,No,73128.0
1500,Emp_500,Sales,Female,Executive,Bachelors,25,81260.0,29059,No,110319.0
1501,Emp_501,Hr,Male,Engineer,Phd,59,101371.0,6757,No,108128.0
1502,Emp_502,Operations,Male,Manager,High School,46,104793.0,23193,No,127986.0
1503,Emp_503,Operations,Male,Engineer,Phd,26,23346.0,26923,Yes,50269.0
1504,Emp_504,Marketing,Male,Analyst,Masters,51,116343.0,27432,Yes,143775.0
1505,Emp_505,Finance,Female,Consultant,High School,33,115954.0,16199,No,132153.0
1506,Emp_506,Finance,Female,Engineer,Masters,25,76176.0,21295,No,97471.0
1507,Emp_507,Operations,Male,Consultant,Phd,45,72300.0,17807,Yes,90107.0
1508,Emp_508,Marketing,Male,Engineer,Masters,50,31340.0,22535,No,53875.0
1509,Emp_509,Sales,Male,Analyst,High School,30,53012.0,10492,No,63504.0
1510,Emp_510,Finance,Female,Manager,Masters,25,55393.0,28095,No,83488.0
1511,Emp_511,Sales,Male,Analyst,Phd,45,95133.0,11302,No,106435.0
1512,Emp_512,Finance,Female,Manager,Phd,35,45557.0,20929,No,66486.0
1514,Emp_514,It,Female,Consultant,High School,39,93273.0,19238,No,112511.0
1515,Emp_515,Finance,Male,Analyst,Phd,40,37276.0,13402,No,50678.0
1516,Emp_516,Hr,Female,Engineer,High School,33,74639.0,15686,No,90325.0
1517,Emp_517,Marketing,Male,Analyst,Masters,39,27310.0,9681,No,36991.0
1518,Emp_518,Marketing,Male,Consultant,Phd,38,55167.0,23891,No,79058.0
1519,Emp_519,Sales,Male,Manager,Masters,51,104880.0,24347,Yes,129227.0
1520,Emp_520,Finance,Female,Consultant,Bachelors,45,30391.0,8428,No,38819.0
1521,Emp_521,Hr,Male,Executive,Masters,32,70621.0,12494,No,83115.0
1522,Emp_522,Sales,Female,Executive,Bachelors,56,30892.0,8955,No,39847.0
1523,Emp_523,It,,Engineer,Masters,44,96733.0,25089,No,121822.0
1524,Emp_524,Sales,Male,Consultant,High School,38,98586.0,19026,Yes,117612.0
1525,Emp_525,Sales,Male,Engineer,Masters,22,56142.0,25422,No,81564.0
1526,Emp_526,Finance,Male,Engineer,High School,36,65679.0,14244,Yes,79923.0
1527,Emp_527,It,Female,Executive,High School,53,61615.0,5713,No,67328.0
1528,Emp_528,Sales,Male,Engineer,Phd,30,67553.0,28644,Yes,96197.0
1529,Emp_529,Hr,Female,Executive,High School,36,99071.0,16080,No,115151.0
1530,Emp_530,Hr,Female,Manager,Bachelors,49,61002.0,28395,Yes,89397.0
1531,Emp_531,Marketing,Male,Consultant,Phd,45,90658.0,13521,Yes,104179.0
1532,Emp_532,It,Male,Engineer,Phd,56,29852.0,6746,No,36598.0
1533,Emp_533,It,Male,Executive,Masters,43,25387.0,22591,No,47978.0
1534,Emp_534,Marketing,Male,Analyst,High School,48,117295.0,22168,Yes,139463.0
1535,Emp_535,Unknown,Male,Engineer,High School,40,59994.0,7696,Yes,67690.0
1536,Emp_536,It,Male,Manager,Bachelors,33,53725.0,17012,Yes,70737.0
1537,Emp_537,Hr,Female,Manager,Masters,41,92682.0,19688,No,112370.0
1538,Emp_538,Hr,Female,Analyst,Masters,22,20560.0,28457,No,49017.0
1539,Emp_539,Finance,Female,Executive,Phd,42,76565.0,10036,Yes,86601.0
1540,Emp_540,Hr,Male,Engineer,Phd,22,21312.0,12127,No,33439.0
1541,Emp_541,Sales,Female,Executive,Phd,31,38205.0,8718,No,46923.0
1542,Emp_542,Marketing,Female,Manager,Bachelors,53,31595.0,27159,No,58754.0
1543,Emp_543,Marketing,Female,Executive,Bachelors,43,107566.0,12910,No,120476.0
1545,Emp_545,Operations,Female,Executive,Masters,53,88187.0,22009,Yes,110196.0
1546,Emp_546,Finance,Male,Analyst,Bachelors,48,95542.0,20858,No,116400.0
1547,Emp_547,Marketing,Male,Consultant,Masters,49,55645.0,25092,No,80737.0
1549,Emp_549,Finance,Female,Analyst,High School,50,113382.0,20932,No,134314.0
1550,Emp_550,It,Female,Consultant,Phd,39,107310.0,12692,No,120002.0
1551,Emp_551,Hr,Male,Consultant,High School,29,89619.0,11398,No,101017.0
1552,Emp_552,Finance,Male,Engineer,Phd,52,53513.0,12252,No,65765.0
1553,Emp_553,Marketing,Female,Engineer,Phd,55,28749.0,16721,No,45470.0
1554,Emp_554,Unknown,Male,Analyst,Masters,28,50783.0,22939,No,73722.0
1555,Emp_555,Finance,Male,Analyst,Phd,57,80645.0,16825,Yes,97470.0
1556,Emp_556,Finance,Female,Manager,Masters,39,102861.0,9187,No,112048.0
1557,Emp_557,Operations,Male,Manager,Masters,59,73175.0,29151,No,102326.0
1558,Emp_558,It,Male,Engineer,Phd,30,104216.0,5036,Yes,109252.0
1559,Emp_559,It,Female,Engineer,Masters,30,82709.0,23171,Yes,105880.0
1560,Emp_560,Hr,Male,Manager,Masters,29,37323.0,11283,No,48606.0
1561,Emp_561,Sales,Male,Manager,Masters,56,70762.0,20202,No,90964.0
1562,Emp_562,Finance,Female,Executive,Bachelors,39,108220.0,13060,No,121280.0
1563,Emp_563,Marketing,Male,Executive,Masters,26,84222.0,13065,Yes,97287.0
1564,Emp_564,Finance,Male,Manager,Bachelors,35,54493.0,8880,No,63373.0
1565,Emp_565,Marketing,Female,Executive,Bachelors,49,78328.0,10932,No,89260.0
1566,Emp_566,It,Female,Consultant,Masters,51,32213.0,13328,No,45541.0
1567,Emp_567,Marketing,Female,Engineer,Masters,25,117367.0,11333,No,128700.0
1568,Emp_568,Sales,Male,Engineer,Bachelors,41,66930.0,27143,No,94073.0
1569,Emp_569,Hr,Female,Manager,Bachelors,46,47713.0,27869,No,75582.0
1570,Emp_570,Marketing,Male,Analyst,Masters,49,92723.0,18870,No,111593.0
1571,Emp_571,Marketing,Female,Manager,Masters,33,118336.0,16268,No,134604.0
1572,Emp_572,Hr,Male,Executive,Phd,23,52583.0,10067,No,62650.0
1573,Emp_573,Sales,Female,Analyst,Bachelors,35,99944.0,20616,No,120560.0
1574,Emp_574,Finance,Female,Executive,Bachelors,43,42369.0,17075,No,59444.0
1575,Emp_575,Marketing,Female,Consultant,Phd,52,67928.0,22045,No,89973.0
1576,Emp_576,Hr,Female,Executive,Bachelors,44,88950.0,12973,Yes,101923.0
1577,Emp_577,It,Male,Consultant,High School,41,39510.0,27770,No,67280.0
1578,Emp_578,Hr,Female,Consultant,Bachelors,59,32120.0,15002,No,47122.0
1579,Emp_579,It,Female,Executive,Phd,25,119847.0,12887,No,132734.0
1580,Emp_580,Sales,Male,Executive,High School,36,118575.0,5414,No,123989.0
1581,Emp_581,Finance,Female,Consultant,Masters,45,25295.0,11850,Yes,37145.0
1582,Emp_582,Hr,Male,Analyst,Phd,46,40460.0,29918,Yes,70378.0
1583,Emp_583,Operations,Female,Consultant,Phd,22,34963.0,7729,No,42692.0
1584,Emp_584,Marketing,Female,Engineer,Masters,28,97116.0,16929,No,114045.0
1585,Emp_585,Sales,Female,Consultant,Phd,52,107822.0,19988,Yes,127810.0
1586,Emp_586,Hr,Male,Analyst,Bachelors,33,47328.0,8897,No,56225.0
1587,Emp_587,Marketing,Female,Engineer,Masters,26,104629.0,7169,No,111798.0
1588,Emp_588,Hr,Female,Manager,Phd,59,41605.0,18563,No,60168.0
1589,Emp_589,It,Female,Manager,Masters,33,64813.0,23262,No,88075.0
1590,Emp_590,Hr,Male,Analyst,Masters,39,66371.0,27838,No,94209.0
1591,Emp_591,Operations,Male,Consultant,Masters,23,67598.0,17888,No,85486.0
1592,Emp_592,Hr,Female,Executive,High School,31,80776.0,9570,No,90346.0
1593,Emp_593,Hr,Male,Analyst,Phd,36,92258.0,6515,Yes,98773.0
1594,Emp_594,Operations,Female,Engineer,High School,51,60969.0,21958,No,82927.0
1595,Emp_595,Sales,Female,Engineer,Phd,38,56912.0,17634,Yes,74546.0
1596,Emp_596,Hr,Female,Manager,Bachelors,25,58374.0,24251,Yes,82625.0
1597,Emp_597,Operations,Female,Engineer,Bachelors,28,92302.0,18798,No,111100.0
1598,Emp_598,Marketing,Female,Analyst,Bachelors,52,82784.0,24928,No,107712.0
1599,Emp_599,It,Female,Engineer,Phd,55,69882.0,9477,No,79359.0
1600,Emp_600,It,Female,Analyst,Masters,27,35928.0,21455,No,57383.0
1601,Emp_601,Hr,Male,Executive,Masters,59,41274.0,24364,No,65638.0
1602,Emp_602,Sales,Male,Manager,High School,55,54416.0,26876,No,81292.0
1603,Emp_603,Sales,Male,Engineer,High School,36,106148.0,14551,No,120699.0
1604,Emp_604,Marketing,Male,Analyst,Bachelors,35,80998.0,26143,No,107141.0
1605,Emp_605,Hr,Male,Consultant,High School,27,49047.0,29468,Yes,78515.0
1606,Emp_606,It,Male,Manager,Phd,58,63356.0,19179,No,82535.0
1607,Emp_607,Sales,Male,Executive,Phd,53,57134.0,5039,No,62173.0
1608,Emp_608,Hr,Female,Analyst,High School,24,87042.0,15222,No,102264.0
1609,Emp_609,Sales,Female,Executive,High School,24,71310.0,26757,No,98067.0
1610,Emp_610,Operations,Female,Executive,High School,43,100758.0,28949,,129707.0
1611,Emp_611,Sales,Female,Engineer,High School,43,32363.0,21116,No,53479.0
1612,Emp_612,It,Male,Engineer,Bachelors,31,105149.0,23284,No,128433.0
1613,Emp_613,Finance,Male,Analyst,Bachelors,24,64563.0,23601,No,88164.0
1614,Emp_614,Marketing,Female,Consultant,High School,33,50628.0,21049,,71677.0
1615,Emp_615,Marketing,Female,Analyst,Phd,50,89672.0,9796,No,99468.0
1616,Emp_616,It,Male,Consultant,Bachelors,38,66246.0,9606,No,75852.0
1617,Emp_617,Sales,Female,Executive,Phd,28,31161.0,22667,No,53828.0
1618,Emp_618,Hr,Female,Manager,Masters,34,109110.0,13775,No,122885.0
1619,Emp_619,Sales,Female,Analyst,Phd,23,112438.0,19864,No,132302.0
1620,Emp_620,It,Female,Analyst,High School,25,22810.0,19193,Yes,42003.0
1621,Emp_621,Marketing,Male,Consultant,Masters,31,79860.0,19676,No,99536.0
1622,Emp_622,Sales,Female,Executive,Bachelors,45,97199.0,15457,No,112656.0
1623,Emp_623,Marketing,Female,Executive,Bachelors,38,91688.0,22199,No,113887.0
1624,Emp_624,Hr,Male,Consultant,Masters,27,85548.0,21044,No,106592.0
1625,Emp_625,Marketing,Male,Executive,Phd,40,82363.0,20066,No,102429.0
1626,Emp_626,Marketing,Female,Engineer,Bachelors,26,31162.0,23895,No,55057.0
1627,Emp_627,Finance,Male,Manager,High School,53,107858.0,5246,No,113104.0
1628,Emp_628,Finance,Female,Analyst,Masters,31,93535.0,26209,No,119744.0
1630,Emp_630,Finance,Male,Analyst,Masters,48,90864.0,21800,No,112664.0
1631,Emp_631,Marketing,Female,Engineer,Bachelors,34,23621.0,18342,No,41963.0
1632,Emp_632,It,Female,Executive,Phd,40,109792.0,28086,No,137878.0
1633,Emp_633,Marketing,Female,Consultant,Masters,42,64433.0,25101,No,89534.0
1634,Emp_634,It,Female,Engineer,Masters,45,96850.0,21491,Yes,118341.0
1635,Emp_635,It,Male,Manager,High School,59,86188.0,14030,No,100218.0
1636,Emp_636,Finance,Male,Consultant,Bachelors,25,74951.0,25897,No,100848.0
1637,Emp_637,Sales,Female,Executive,High School,45,101718.0,6421,No,108139.0
1638,Emp_638,Hr,Male,Engineer,Bachelors,56,56558.0,17970,No,74528.0
1639,Emp_639,Finance,Female,Consultant,High School,24,35659.0,12283,No,47942.0
1640,Emp_640,Finance,Female,Engineer,Masters,25,54413.0,20945,No,75358.0
1641,Emp_641,Sales,Female,Engineer,High School,58,30435.0,5255,No,35690.0
1642,Emp_642,Hr,Female,Executive,Phd,56,73911.0,28632,No,102543.0
1643,Emp_643,Marketing,Female,Analyst,Bachelors,52,48067.0,16019,No,64086.0
1644,Emp_644,Operations,Male,Consultant,Bachelors,46,107794.0,20487,No,128281.0
1645,Emp_645,Operations,Female,Executive,Masters,34,113823.0,14029,No,127852.0
1646,Emp_646,Marketing,Male,Engineer,Bachelors,25,89224.0,24346,No,113570.0
1647,Emp_647,Finance,Male,Executive,Phd,35,93225.0,7282,No,100507.0
1648,Emp_648,Hr,Female,Analyst,High School,34,21379.0,13744,No,35123.0
1649,Emp_649,Finance,Female,Consultant,Masters,48,47624.0,29756,No,77380.0
1650,Emp_650,It,Female,Analyst,Phd,27,111500.0,22861,No,134361.0
1651,Emp_651,Finance,Female,Manager,Bachelors,38,108427.0,26336,No,134763.0
1652,Emp_652,Finance,Female,Consultant,Bachelors,57,77745.0,27264,No,105009.0
1653,Emp_653,Unknown,Male,Analyst,Phd,56,71805.0,14919,No,86724.0
1654,Emp_654,Marketing,Female,Engineer,High School,38,32516.0,18335,No,50851.0
1655,Emp_655,Marketing,Female,Consultant,High School,23,99422.0,26976,No,126398.0
1656,Emp_656,Operations,Male,Consultant,Masters,34,105843.0,28475,No,134318.0
1657,Emp_657,It,Male,Executive,Bachelors,23,44843.0,5591,Yes,50434.0
1658,Emp_658,Marketing,Female,Engineer,Phd,49,25912.0,11277,Yes,37189.0
1659,Emp_659,Hr,Male,Manager,High School,47,41514.0,7260,No,48774.0
1660,Emp_660,Operations,Female,Analyst,Masters,43,107359.0,16139,No,123498.0
1661,Emp_661,Sales,Male,Executive,Bachelors,24,77032.0,5347,Yes,82379.0
1662,Emp_662,Hr,Male,Analyst,Bachelors,56,48797.0,29741,No,78538.0
1663,Emp_663,Hr,Female,Manager,Masters,33,26449.0,26416,No,52865.0
1664,Emp_664,Marketing,Male,Manager,Masters,45,21725.0,9443,No,31168.0
1665,Emp_665,Sales,Male,Consultant,High School,26,101406.0,16088,No,117494.0
1666,Emp_666,Sales,Male,Manager,Phd,41,29304.0,13774,No,43078.0
1667,Emp_667,Operations,Male,Analyst,Bachelors,34,93058.0,11869,No,104927.0
1668,Emp_668,Sales,Male,Engineer,Phd,33,33663.0,27080,Yes,60743.0
1669,Emp_669,It,Male,Engineer,Bachelors,34,90320.0,24422,No,114742.0
1670,Emp_670,Marketing,,Consultant,Bachelors,31,95008.0,7845,No,102853.0
1671,Emp_671,Sales,Female,Analyst,Phd,54,114488.0,29248,No,143736.0
1672,Emp_672,Operations,Male,Analyst,Masters,37,95591.0,27993,No,123584.0
1673,Emp_673,It,Female,Manager,High School,56,115044.0,17386,No,132430.0
1674,Emp_674,Unknown,Female,Analyst,Bachelors,24,32676.0,6265,No,38941.0
1675,Emp_675,Finance,Female,Executive,Masters,26,45192.0,17445,No,62637.0
1676,Emp_676,It,Male,Manager,Bachelors,47,44722.0,17938,No,62660.0
